Method,Name,Error,Occurrences
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/bb1a5ab6-522e-4bc6-b466-76405e93a760/addresses/39f30197-1237-47da-9a15-35d51f5b8539 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877c1c220>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/9835d999-7f4b-47fb-97a5-7b3dd78ebe59/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a59716d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",83
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/3b134b6b-23b4-40a2-b6b5-0c01089a2181/addresses/31593d51-5fea-4a16-92e9-5f3df4140ea6 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877ca29a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/b0f78a84-48bf-4386-a7a2-bfd2b4635146/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876f31280>: Failed to establish a new connection: [Errno 111] Connection refused'))",57
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/47f1a890-108e-4315-b987-c4fba663418b/agents/057a0496-98a2-4ef1-9b93-7cf634d6f757 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288bd918b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",45
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/ebd8e494-bccb-490f-9ee3-7a1f237c1a12/addresses/1e6f1a6d-d3e8-45d2-966c-a26358054552 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a738e6a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/15e1ce12-51a7-4505-b4cb-2baac891d7f7 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a4250070>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/1c22a60f-0ce3-460f-829b-f97b1162f8c2 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28893a9fa0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",6
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/e62025fe-9fcf-4496-88a9-b977fa4566f2/addresses/75116fae-ee77-43e5-8d3c-2173dd787c2b (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28776091f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/a76c411f-5660-4d3e-96de-82c4674218a3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289c318a60>: Failed to establish a new connection: [Errno 111] Connection refused'))",9
GET,/prime/v1/move-task-orders,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a4110af0>: Failed to establish a new connection: [Errno 111] Connection refused'))",2387
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/59d06704-d429-4141-a039-53e7ce888bbc/addresses/cca93ad1-ca91-46b0-ba96-1bcaa1d4a529 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a40ff8b0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/bb9ea1ab-e743-479d-81f1-69aa90be9204/agents/66f58d78-a092-46b2-93f7-28fabf5607fd (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877dbdc40>: Failed to establish a new connection: [Errno 111] Connection refused'))",12
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/cb63dc5c-f771-4a39-a84b-ea0f84ef6d52/agents/d5f05bff-5e07-4663-8700-9621227df563 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d3f7d90>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/307a2bd4-c6a4-4762-a492-50191a66a12c/agents/e8d24d24-75ed-417e-b300-78228e921e74 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28764d87c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/28b90a9c-4de4-4493-b360-0e5dec3bb05d/addresses/a1424a99-74d3-4e1b-8287-5fbb3555e6b3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888ec22b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/18445e4d-beee-4f28-b10a-18f7b2388d58/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28893fcd90>: Failed to establish a new connection: [Errno 110] Connection timed out'))",4
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/48f67ead-5e59-4060-8ea4-b83e27453fac/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289cee6550>: Failed to establish a new connection: [Errno 111] Connection refused'))",8
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/06789603-0cf2-4282-bbb8-07406644c721/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877ce5580>: Failed to establish a new connection: [Errno 111] Connection refused'))",56
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/ebc4719e-272d-4c4d-81fe-623598d7004c/addresses/a66c34d7-01ac-490b-9d09-f0e2fabdbbae (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f287606d160>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/8467d8be-1889-4cc8-875d-cb414dd8c55a (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28899b7460>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/e8de7630-b7a7-4914-a8e6-7f4dc7f1a552 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888c7e730>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/c05af940-a606-4ce5-adf3-43b79c77c442 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289cd25d60>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/cb63a5ab-4c4f-4145-816d-b0fcf55eb2f7 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28765269d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/5d1de2c9-ba99-4357-aa05-7db7121e6d7a/agents/860298a5-a530-42ec-ab7d-456446402141 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288863bbe0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/0ef8dbbe-6032-42bc-8135-36163b1ffaad/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888fa18b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",36
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/78180ce4-6941-4d62-a511-e91bbd631e0b/addresses/bea6598f-910d-46d9-83a1-1a3255c40424 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888cc83d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/b823e545-6719-487f-8fb3-1ca61c02f8f2/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877d6d040>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/0969b91e-20f6-4571-867a-e132cf5260b9 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289cd17fa0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/prime/v1/mto-service-items/{mtoServiceItemID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-service-items/c44e8d77-c48f-444d-b6d9-ef43ec1e6cfb (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28776cd3d0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/f5af3f3c-3100-40d9-a2ff-61f41e4827a4/agents/507b9d43-cb8e-489c-a0cf-19baa37e07f9 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289c09fa30>: Failed to establish a new connection: [Errno 111] Connection refused'))",9
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/2dd347af-3836-4df1-b7a4-e9df68d7bf21/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289c082bb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",46
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/fbb405db-d1be-460c-8e7a-dade47fbd8d9/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877c96850>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/370bfa47-9ecb-4bf2-9dd8-172a649d738c/addresses/7b0fcba8-7755-4df7-a2b1-9e6aec70e9ec (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289ccda730>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/bb8f0ce9-6462-49e4-8f6f-0e1303de7630/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288be1cb20>: Failed to establish a new connection: [Errno 110] Connection timed out'))",6
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/c67d9275-e884-46b8-a0a9-3e464ef435eb/addresses/5a840049-6000-47c9-9541-7506e123030d (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288bff9130>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/ad8e67dd-c222-4b35-872f-e292d96b18f7/addresses/913987a8-a5e4-4bea-8657-db6a0785d0da (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877d61fa0>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/98a9fd38-efab-480f-afc0-ef4a54e6bc47/agents/33714cf1-1bd3-497b-ba88-2dccd2fbadc9 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289dad21f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",12
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/becd394f-728f-4603-aad1-dcedce3290ce (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888da0e50>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/47f1a890-108e-4315-b987-c4fba663418b/addresses/4cd0ae65-b1bb-4765-9a39-ff2f07343ff4 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d8d3700>: Failed to establish a new connection: [Errno 111] Connection refused'))",30
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/cbf7687e-aa2b-4cf2-9466-d51309b7d814/addresses/fae7e6d9-7def-4b27-9830-cb7c21ea9edd (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28768644c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/99d4375f-3e9c-47d4-aaea-cfb48e2d5dd4/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289c27c160>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/e6299c35-5888-45c0-ada7-5934353dbd81/addresses/d9bfe0d6-ce7d-4ee9-aa2e-bb15bf4e9397 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28770af250>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
