Method,Name,Error,Occurrences
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/ff2d68ad-cc22-419f-9407-59a45f395a2e/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0612f9a0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",6
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/74e33d1f-d813-45c4-9503-6893ea688a1f/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05bc9160>: Failed to establish a new connection: [Errno 110] Connection timed out'))",5
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/14829702-d2cd-4d1d-83e5-1e48f7301b57/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af15380a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/7011b591-c8f4-4f0a-b034-fa64626b8e81/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b076ef0a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",17
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d2ee5250-af37-4aeb-9de0-4db195b8848c/addresses/66f4637f-80a6-424e-bd5c-e8c7bcd05671 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af16b2e80>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/2a18b22e-b3ed-40cc-816b-7cdc46493231/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af15c4640>: Failed to establish a new connection: [Errno 110] Connection timed out'))",6
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/4d482237-8048-47ef-90db-77caa0eea199/addresses/5d8b44bf-7626-4790-a82e-534c1505ae93 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05be8610>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/0273f24d-8b46-4bf5-a9b0-8b4dd9938c5d (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05b0fc10>: Failed to establish a new connection: [Errno 110] Connection timed out'))",5
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/77c9050c-3d43-4116-a29a-53f78f41381b/agents/2d8021c7-7c94-41ee-9d09-bff91b926451 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af17e85b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
POST,/prime/v1/mto-service-items,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-service-items (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040b7370>: Failed to establish a new connection: [Errno 111] Connection refused'))",413
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/e24b8be8-9c0a-4f1e-8da3-9e3fa52b55c4/agents/36364771-5698-4372-abd8-3004cb07fb1b (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05eeb6d0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PATCH,/prime/v1/mto-service-items/{mtoServiceItemID},"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",121
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",499
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d59ccc0a-f376-466d-8a2b-f8c651ef37cf (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0b3ed90>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/9c338a0f-ae81-4ddf-8a62-2b71f97b4e52/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b061d7520>: Failed to establish a new connection: [Errno 111] Connection refused'))",16
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/7fc34bea-8191-49a4-a1f5-4a9947a7d311/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af14f2640>: Failed to establish a new connection: [Errno 110] Connection timed out'))",5
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/f91fbbf9-45d4-4891-ab12-73e870fa3239/agents/b18578a7-2553-4c04-86dd-33fee561533e (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0f8c490>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",241
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/9684d461-7f91-4975-97a0-eb52be8f49c6/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0750a100>: Failed to establish a new connection: [Errno 111] Connection refused'))",11
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/6df6cbf5-db5c-45c0-8f25-069bd3d37681/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06adcdf0>: Failed to establish a new connection: [Errno 111] Connection refused'))",34
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,412 Client Error: Precondition Failed for url: /support/v1/payment-requests/{paymentRequestID}/status,98
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/bd28458c-d88b-4267-8b4a-da73a62ba75a/addresses/1e311b38-0799-4147-ab4d-9f13dc8b7c77 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b070c8220>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/cd8651e4-a63b-47dd-ae45-3b1d4d1a7ed4/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0413e490>: Failed to establish a new connection: [Errno 111] Connection refused'))",10
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d06be23b-0043-48da-aee5-698e9af07afa (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05b2b490>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/f48f84db-79ca-418b-9bb6-a981371b6dab (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06a04a00>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/7b9bb845-571c-4bed-a73f-65cdf3f7ddba/agents/30236415-d656-4669-bf09-02589f373f76 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0767fe20>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/7b9bb845-571c-4bed-a73f-65cdf3f7ddba/addresses/3abd23c6-f4d0-4ee4-9170-9e14b3cfab12 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040e9940>: Failed to establish a new connection: [Errno 110] Connection timed out'))",4
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/b554e872-338b-4700-8a53-7cc07eb852b9/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06313550>: Failed to establish a new connection: [Errno 110] Connection timed out'))",7
PATCH,/prime/v1/mto-service-items/{mtoServiceItemID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-service-items/e29b45c6-f64a-4806-be62-bea304b0ddf8 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af17e82b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",12
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/3e253fb6-bfcd-4069-b99e-2203a401aa69 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0adc700>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/bc5e857a-84a5-4edb-b34b-f317ed74d07e (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af10d0d90>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d2ee5250-af37-4aeb-9de0-4db195b8848c/addresses/66f4637f-80a6-424e-bd5c-e8c7bcd05671 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0656dc40>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/8274f0f3-4f28-4d95-80f5-f567257f7446/addresses/60689087-167d-440a-9ab1-cdf13ed1e542 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b04088880>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/b13af813-f0b0-4956-a0b7-6701e625cffe/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b04042df0>: Failed to establish a new connection: [Errno 111] Connection refused'))",36
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/f93f18b2-0d6a-46e9-9270-f28015f5c6c7/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040f5730>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",543
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/4d482237-8048-47ef-90db-77caa0eea199/agents/2fc9ba08-d52e-44ca-bc05-aaf22cfbf64f (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040db4c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/3e482c93-57b9-4b7e-80a4-f36cc68523e9/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0612a6a0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/c594460c-9a6c-42aa-bd8e-f8461491ad2a/addresses/051262b0-4e5f-410c-86e0-76845f769b97 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06901760>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/9cdafdf0-3c7b-4340-96c8-2eb740cf46b5 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07da7ee0>: Failed to establish a new connection: [Errno 111] Connection refused'))",31
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/48e86228-b178-494c-834d-15fe0131052f/agents/034f6a43-71fd-4345-9b90-b09c52014763 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0656db80>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/bc5e857a-84a5-4edb-b34b-f317ed74d07e/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0624910>: Failed to establish a new connection: [Errno 111] Connection refused'))",18
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d2ee5250-af37-4aeb-9de0-4db195b8848c/agents/697fa5de-2003-4ca9-9019-de6ef1b70964 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07b34d00>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/16b72362-d76a-4f3e-b574-cf69e94add5b/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06835580>: Failed to establish a new connection: [Errno 111] Connection refused'))",8
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/f91fbbf9-45d4-4891-ab12-73e870fa3239/addresses/66e48169-4344-448c-8e5f-8aae6748bea7 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af16f5be0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/b6ccd4fd-3426-4bec-a918-dde42321d719/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05df1310>: Failed to establish a new connection: [Errno 111] Connection refused'))",15
